,time_stamp,text,HASHTAG,count_hashtag
7300,2018-03-14,"#MeToo 운동으로 정체가 폭로된 성범죄자들을 지지한답시고 따라다니면서 성범죄 피해자들에게 2차 3차 가해를 저지르는 인간쓰레기들이 더 악질 범죄자들임. 엄벌에 처해야.방심위, '미투 2차 가해' 게시글·댓글에 ""단호히 대처"" @LINK …",[],0
7301,2018-03-14,@MENTION A fantastic article from @MENTION on what the #MeToo movement means for workforce #diversity & #inclusion strategies | @MENTION #futureofwork #fairworkplace  @LINK  pic.twitter.com/Yv8MAC3ehn,"['DIVERSITY', 'INCLUSION', 'FUTUREOFWORK', 'FAIRWORKPLACE']",4
7302,2018-03-14,[미국의 식민지에서 벗어나자] - 투표소 수개표로 부정선거 차단하자 #MeToo중학교 제자 ‘자취방’ 데려가 ‘강제 키스’하며 성추행한 선생님  @LINK  @MENTION 님이 공유,['METOO중학교'],1
7303,2018-03-14,@MENTION Hi. Do you know why the #metoo movement has been so quiet on the Telford Rape story?,[],0
7304,2018-03-14,Did u mention male change agents??? #IWD2018 #TimeIsNow #WakatiNiSasa #TimesUp #giveahandnotaslap #MeToo  pic.twitter.com/SlrGirDXoW,"['IWD2018', 'TIMEISNOW', 'WAKATINISASA', 'TIMESUP', 'GIVEAHANDNOTASLAP']",5
7305,2018-03-14,@MENTION @MENTION @MENTION @MENTION #Metoo,[],0
7306,2018-03-14,"She’s got a point. Got several points, in fact. #MeToo  @LINK …",[],0
7307,2018-03-14,The Crown's Queen Claire Foy paid less than co-star Matt Smith #mindthegendergap #TimesUp #WakeUp #MeToo  @LINK …,"['MINDTHEGENDERGAP', 'TIMESUP', 'WAKEUP']",3
7308,2018-03-14,"Ramai Gerakan #MeToo, JB dan Jinyoung GOT7 Ungkap JYP Entertainment Berikan Edukasi Seksual  @LINK …",[],0
7309,2018-03-14,#MeToo is just another elitist virtue-signalling sham!  @LINK …,[],0
7310,2018-03-14,NOON: What #MeToo is drudging up in your relationship? w/@MENTION @LINK …,[],0
7311,2018-03-14,[미국의 식민지에서 벗어나자] - 투표소 수개표로 부정선거 차단하자 #MeToo  pic.twitter.com/XgdN44dipa,[],0
7312,2018-03-14,"Making the boys hungry...""TEASE"" by @MENTION @LINK #Poetry #Shame #SexualMisconduct #MeToo  pic.twitter.com/BfKAzlgCdi","['POETRY', 'SHAME', 'SEXUALMISCONDUCT']",3
7313,2018-03-14,The most common way people give up their power is by thinking they don't have any. ~ Alice Walker #MeToo,[],0
7314,2018-03-14,@MENTION #MeToo  pic.twitter.com/MpgplcbHTf,[],0
7315,2018-03-14,@MENTION The #MeToo crowd is selective when it comes to caring about rape victims.,[],0
7316,2018-03-14,Don't talk you racist!Do you have an excuse? #metoo @LINK …,[],0
7317,2018-03-14,These kinds of outrageous pay differences for actors are clear evidence of the gender inequities that those who oppose the #MeToo movement refuse to admit. But which are sadly the reality for many women. #GenderPayGap #Metoo @LINK ,['GENDERPAYGAP'],1
7318,2018-03-14,@MENTION @MENTION @MENTION @MENTION You're right 1:8 and 1:4 kids are waiting for their #metoo #neveragain #carrytruthproject to cure child trauma #before25gen,"['NEVERAGAIN', 'CARRYTRUTHPROJECT', 'BEFORE25GEN']",3
7319,2018-03-14,"Read @MENTION's cover story this week on sexual harassment in Madison's restaurant industry, and how #MeToo may finally be changing it.  @LINK … pic.twitter.com/7mCdbcGir2",[],0
7320,2018-03-14,"[미국의 식민지에서 벗어나자] - 투표소 수개표로 부정선거 차단하자 #MeToo태국에서 시민 반발로 후쿠시마산 생선 ""판매중단""  @LINK …",['METOO태국에서'],1
7321,2018-03-14,Good insight on steps a board of directors should take when they learn of a complaint of sexual harassment #selaw #sexualharassment #metoo #hr @LINK …,"['SELAW', 'SEXUALHARASSMENT', 'HR']",3
7322,2018-03-14,#Telford #Metoo #8MarzoHuelgaFeminista #8MHuelgaFeminista #feminismo #FemicidioANTE ESTO LAS FEMINAZIS CALLAN @LINK …#StopIslam #Eurabia #refugeesNOTwelcome pic.twitter.com/Liq1sJKO5k,"['TELFORD', '8MARZOHUELGAFEMINISTA', '8MHUELGAFEMINISTA', 'FEMINISMO', 'FEMICIDIOANTE', 'STOPISLAM', 'EURABIA', 'REFUGEESNOTWELCOME']",8
7323,2018-03-14,[미국의 식민지에서 벗어나자] - 투표소 수개표로 부정선거 차단하자 #MeToo  pic.twitter.com/0V6Pzd7VEP,[],0
7324,2018-03-14,The #metoo people don't talk about child grooming gangs of UK since pakistani muslim men did that ... So do you have an excuse yeah #MeToo,[],0
7325,2018-03-14,The #MeToo set’s silence on the rape of working-class girls is deafening.  @LINK …,[],0
7326,2018-03-14,And now I'm talking to myself.....both on text and in my head #actualmadman #MeToo #talkingshit #pleaselisten,"['ACTUALMADMAN', 'TALKINGSHIT', 'PLEASELISTEN']",3
7327,2018-03-14,まとめを更新しました。「オックスファム、セーブ・ザ・チルドレン、ユニセフ、相次ぐ性的スキャンダル。#MeToo」  @LINK ,[],0
7328,2018-03-14,Matt Damon og Ben Affleck går forrest med klausul om ligestilling - efter #MeToo-kritik,[],0
7329,2018-03-14,#metoo 묻히지말자,[],0
7330,2018-03-14,Closed door meeting where you have Denver City Council to sign nondisclosure agreements to not talk. This looks like Closed Door Coverup and Corruption in Denver. Now we need an outside prosecutor to investigate Mayor Hancock(D).#copolitics #HancockScandal #metoo  pic.twitter.com/JH3txYVcBX,"['COPOLITICS', 'HANCOCKSCANDAL']",2
7331,2018-03-14,@MENTION オックスファム、セーブ・ザ・チルドレン、ユニセフ、相次ぐ性的スキャンダル。#MeToo  @LINK  #拡散希望 pic.twitter.com/evJN6znUaV,['拡散希望'],1
7332,2018-03-14,"Zum Kotzen ist es,wenn der Konzernchef den Übeltäter auch noch deckt #metoo",[],0
7333,2018-03-14,"[미국의 식민지에서 벗어나자] - 투표소 수개표로 부정선거 차단하자 #MeToo대전서 드러난 '민주·한국당 담합'..""선거구 개혁 뒤집기 막아야""  @LINK …",['METOO대전서'],1
7334,2018-03-14,Capitalism Creates Cover for Open Secret in #MeToo Era  @LINK … via @MENTION,[],0
7335,2018-03-14,#metoo schweigt dröhnend - über Telford genauso wie seinerzeit über Rotherham.Die falschen Opfer - überwiegend arm und weiß.Die falschen Täter - überwiegend asländischer Herkunft und Moslems.#smashmetooracism @LINK …,['SMASHMETOORACISM'],1
7336,2018-03-14,"@MENTION Also ich bin begeistert! Dass es zu Zeiten von #metoo und „grab‘em by the pussy“ noch die Adeligen (Sir-Mix‘) schaffen, emanzipierten Frauen eine große Portion Spaß mit Arschwackel-Musik zu bereiten  Ol‘Skool shizinit gotta lotta style ",[],0
7337,2018-03-14,"[미국의 식민지에서 벗어나자] - 투표소 수개표로 부정선거 차단하자 #MeToo[종합]안희정, 두번째 고소돼..""위계 간음 등 범죄 사실 7개""  @LINK …",[],0
7338,2018-03-14,"Lynda Carter Reveals ‘Wonder Woman’ Harassment, Says Cameraman Drilled a Hole in Her Dressing Roo...  @LINK … #MeToo",[],0
7339,2018-03-14,RT @MENTION #ハートネット TVの再放送明日の13:05からです国際女性デーのマーチの様子や #MeToo そして #WeToo について取り上げられていたようなのでぜひお見逃しなく#MeTooからWeTooへ @LINK …,"['ハートネット', 'WETOO', 'METOOからWETOOへ']",3
7340,2018-03-14,"Lynda Carter Reveals ‘Wonder Woman’ Harassment, Says Cameraman Drilled a Hole in Her Dressing Roo...  @LINK … #metoo",[],0
7341,2018-03-14,#metoo,[],0
7342,2018-03-14,Telford girls: the wrong kind of victims  @LINK … #MeToo #Telford #TelfordGrooming #telfordabuse @MENTION @MENTION,"['TELFORD', 'TELFORDGROOMING', 'TELFORDABUSE']",3
