,time_stamp,text,sentence,num_sentence,average_sentence_length,tokens,count_tokens
3701,2018-03-18,"The #MeToo floodgates have done little for Jerhonda Pace, the woman who came forward — weeks before the Harvey Weinstein story broke — to say R. Kelly abused her as a minor @LINK …","['The #MeToo floodgates have done little for Jerhonda Pace, the woman who came forward — weeks before the Harvey Weinstein story broke — to say R. Kelly abused her as a minor @LINK\xa0…']",1,31,"['The', 'MeToo', 'floodgates', 'have', 'done', 'little', 'for', 'Jerhonda', 'Pace', 'the', 'woman', 'who', 'came', 'forward', 'weeks', 'before', 'the', 'Harvey', 'Weinstein', 'story', 'broke', 'to', 'say', 'R', 'Kelly', 'abused', 'her', 'as', 'a', 'minor', '@LINK']",31
3702,2018-03-18,"#MeToo has to involve all women no matter their condition, status, abilities or work. #TimesUp for ALL oppression and abuse of women. @LINK …","['#MeToo has to involve all women no matter their condition, status, abilities or work.', '#TimesUp for ALL oppression and abuse of women.', '@LINK\xa0…']",3,8,"['MeToo', 'has', 'to', 'involve', 'all', 'women', 'no', 'matter', 'their', 'condition', 'status', 'abilities', 'or', 'work', 'TimesUp', 'for', 'ALL', 'oppression', 'and', 'abuse', 'of', 'women', '@LINK']",23
3703,2018-03-18,"Like many other women in the entertainment industry, Jennifer Lopez has a #MeToo story of her own  @LINK ","['Like many other women in the entertainment industry, Jennifer Lopez has a #MeToo story of her own  @LINK']",1,18,"['Like', 'many', 'other', 'women', 'in', 'the', 'entertainment', 'industry', 'Jennifer', 'Lopez', 'has', 'a', 'MeToo', 'story', 'of', 'her', 'own', '@LINK']",18
3704,2018-03-18,#MeToo Behind Bars: When the Sexual Assaulter Holds the Keys to Your Cell  @LINK … via @MENTION,['#MeToo Behind Bars: When the Sexual Assaulter Holds the Keys to Your Cell  @LINK\xa0… via @MENTION'],1,16,"['MeToo', 'Behind', 'Bars', 'When', 'the', 'Sexual', 'Assaulter', 'Holds', 'the', 'Keys', 'to', 'Your', 'Cell', '@LINK', 'via', '@MENTION']",16
3705,2018-03-18,@MENTION @MENTION @MENTION Tydligen var det inte lika lätt för AB att få de anonyma supportrarna att stödja sin chef. Alla som vill slippa kritisk granskning kan skylla på #metoo under obestämd framtid. Hurra!,"['@MENTION @MENTION @MENTION Tydligen var det inte lika lätt för AB att få de anonyma supportrarna att stödja sin chef.', 'Alla som vill slippa kritisk granskning kan skylla på #metoo under obestämd framtid.', 'Hurra!']",3,12,"['@MENTION', '@MENTION', '@MENTION', 'Tydligen', 'var', 'det', 'inte', 'lika', 'lätt', 'för', 'AB', 'att', 'få', 'de', 'anonyma', 'supportrarna', 'att', 'stödja', 'sin', 'chef', 'Alla', 'som', 'vill', 'slippa', 'kritisk', 'granskning', 'kan', 'skylla', 'på', 'metoo', 'under', 'obestämd', 'framtid', 'Hurra']",34
3706,2018-03-18,The latest E. Michael Harrington Daily!  @LINK … #metoo,"['The latest E. Michael Harrington Daily!', '@LINK\xa0… #metoo']",2,4,"['The', 'latest', 'E', 'Michael', 'Harrington', 'Daily', '@LINK', 'metoo']",8
3707,2018-03-18,@MENTION Should #MeToo not have something to say about this show?  A fawning harem full of women who will go to any lengths to win the attention and favour of some faux little potentate?,"['@MENTION Should #MeToo not have something to say about this show?', 'A fawning harem full of women who will go to any lengths to win the attention and favour of some faux little potentate?']",2,17,"['@MENTION', 'Should', 'MeToo', 'not', 'have', 'something', 'to', 'say', 'about', 'this', 'show', 'A', 'fawning', 'harem', 'full', 'of', 'women', 'who', 'will', 'go', 'to', 'any', 'lengths', 'to', 'win', 'the', 'attention', 'and', 'favour', 'of', 'some', 'faux', 'little', 'potentate']",34
3708,2018-03-18,@MENTION @MENTION EXCEPTIONAL program on IMPORTANT issues #Alzheimer's #Excercise#MeToo #EqualPayDay#RideSharing,"[""@MENTION @MENTION EXCEPTIONAL program on IMPORTANT issues #Alzheimer's #Excercise#MeToo #EqualPayDay#RideSharing""]",1,13,"['@MENTION', '@MENTION', 'EXCEPTIONAL', 'program', 'on', 'IMPORTANT', 'issues', 'Alzheimer', 's', 'Excercise', 'MeToo', 'EqualPayDay', 'RideSharing']",13
3709,2018-03-18,"@MENTION #metoo is a labor rights movement, pass it on.","['@MENTION #metoo is a labor rights movement, pass it on.']",1,10,"['@MENTION', 'metoo', 'is', 'a', 'labor', 'rights', 'movement', 'pass', 'it', 'on']",10
3710,2018-03-18,@MENTION #metoo!!,"['@MENTION #metoo!', '!']",2,1,"['@MENTION', 'metoo']",2
3711,2018-03-18,not a lot of “kiss me I’m Irish” shirts in the #metoo era” - @MENTION,['not a lot of “kiss me I’m Irish” shirts in the #metoo era” - @MENTION'],1,15,"['not', 'a', 'lot', 'of', 'kiss', 'me', 'I', 'm', 'Irish', 'shirts', 'in', 'the', 'metoo', 'era', '@MENTION']",15
3712,2018-03-18,"I have to use sites like periscope and facebook of all things to get impartial news coverage, meanwhile the BBC and Sky just LOVE a good old anti-brexit story or how the #metoo movement isn't a shitpile of contradictions and hypocrisies.","[""I have to use sites like periscope and facebook of all things to get impartial news coverage, meanwhile the BBC and Sky just LOVE a good old anti-brexit story or how the #metoo movement isn't a shitpile of contradictions and hypocrisies.""]",1,43,"['I', 'have', 'to', 'use', 'sites', 'like', 'periscope', 'and', 'facebook', 'of', 'all', 'things', 'to', 'get', 'impartial', 'news', 'coverage', 'meanwhile', 'the', 'BBC', 'and', 'Sky', 'just', 'LOVE', 'a', 'good', 'old', 'anti', 'brexit', 'story', 'or', 'how', 'the', 'metoo', 'movement', 'isn', 't', 'a', 'shitpile', 'of', 'contradictions', 'and', 'hypocrisies']",43
3713,2018-03-18,¡Inkversa tattoo & design está disponible!  @LINK … #lomasvisto #metoo,"['¡Inkversa tattoo & design está disponible!', '@LINK\xa0… #lomasvisto #metoo']",2,4,"['Inkversa', 'tattoo', 'design', 'está', 'disponible', '@LINK', 'lomasvisto', 'metoo']",8
3714,2018-03-18,MInustakin #metoo-kampanja on ollut aika yksioikoinen. Tämä antaa vahvistusta sille käsitykselle:  @LINK …,"['MInustakin #metoo-kampanja on ollut aika yksioikoinen.', 'Tämä antaa vahvistusta sille käsitykselle:  @LINK\xa0…']",2,7,"['MInustakin', 'metoo', 'kampanja', 'on', 'ollut', 'aika', 'yksioikoinen', 'Tämä', 'antaa', 'vahvistusta', 'sille', 'käsitykselle', '@LINK']",13
3715,2018-03-18,"Everyone in #Hollywood must be in #LAmarathon running away from sexual predators, harassers, rapists, & molesters who are hiding behind the #MeToo fake movement.","['Everyone in #Hollywood must be in #LAmarathon running away from sexual predators, harassers, rapists, & molesters who are hiding behind the #MeToo fake movement.']",1,23,"['Everyone', 'in', 'Hollywood', 'must', 'be', 'in', 'LAmarathon', 'running', 'away', 'from', 'sexual', 'predators', 'harassers', 'rapists', 'molesters', 'who', 'are', 'hiding', 'behind', 'the', 'MeToo', 'fake', 'movement']",23
3716,2018-03-18,Thank you @MENTION for listening to the @MENTION and removing The Fabulous Moolah from the Women’s battle royal. @MENTION I thank you for helping us be heard and removing that garbage that tarnished Women’s wrestling.  #WrestleMania34 #MeToo  pic.twitter.com/jdXVgJYdn2,"['Thank you @MENTION for listening to the @MENTION and removing The Fabulous Moolah from the Women’s battle royal.', '@MENTION I thank you for helping us be heard and removing that garbage that tarnished Women’s wrestling.', '#WrestleMania34 #MeToo  pic.twitter.com/jdXVgJYdn2']",3,15,"['Thank', 'you', '@MENTION', 'for', 'listening', 'to', 'the', '@MENTION', 'and', 'removing', 'The', 'Fabulous', 'Moolah', 'from', 'the', 'Women', 's', 'battle', 'royal', '@MENTION', 'I', 'thank', 'you', 'for', 'helping', 'us', 'be', 'heard', 'and', 'removing', 'that', 'garbage', 'that', 'tarnished', 'Women', 's', 'wrestling', 'WrestleMania34', 'MeToo', 'pic', 'twitter', 'com', 'jdXVgJYdn2']",43
3717,2018-03-18,"‘In a reversal of all known employment history, women may now get the biggest share of new goodies at work’ #MeToo and the evolution of man  @LINK … pic.twitter.com/nQGq2UBEme","['‘In a reversal of all known employment history, women may now get the biggest share of new goodies at work’ #MeToo and the evolution of man  @LINK\xa0… pic.twitter.com/nQGq2UBEme']",1,31,"['In', 'a', 'reversal', 'of', 'all', 'known', 'employment', 'history', 'women', 'may', 'now', 'get', 'the', 'biggest', 'share', 'of', 'new', 'goodies', 'at', 'work', 'MeToo', 'and', 'the', 'evolution', 'of', 'man', '@LINK', 'pic', 'twitter', 'com', 'nQGq2UBEme']",31
3718,2018-03-18,"@MENTION @MENTION Iiris on minut blokannut, mutta tässä muille. #Puritanismi'n peikko piilottelee #metoo-virtojen pinnan alla.  @LINK … pic.twitter.com/HyUsO6FOVG","['@MENTION @MENTION Iiris on minut blokannut, mutta tässä muille.', ""#Puritanismi'n peikko piilottelee #metoo-virtojen pinnan alla."", '@LINK\xa0… pic.twitter.com/HyUsO6FOVG']",3,8,"['@MENTION', '@MENTION', 'Iiris', 'on', 'minut', 'blokannut', 'mutta', 'tässä', 'muille', 'Puritanismi', 'n', 'peikko', 'piilottelee', 'metoo', 'virtojen', 'pinnan', 'alla', '@LINK', 'pic', 'twitter', 'com', 'HyUsO6FOVG']",22
3719,2018-03-18,"@MENTION @MENTION @MENTION It seems Gilliam was only protecting himself from the ""mob"" of the #MeToo movement because now he's being called out (yesterday she left another tweet suggesting the same) by no other but @MENTION Abusers defend abusers! @LINK …","['@MENTION @MENTION @MENTION It seems Gilliam was only protecting himself from the ""mob"" of the #MeToo movement because now he\'s being called out (yesterday she left another tweet suggesting the same) by no other but @MENTION Abusers defend abusers!', '@LINK\xa0…']",2,21,"['@MENTION', '@MENTION', '@MENTION', 'It', 'seems', 'Gilliam', 'was', 'only', 'protecting', 'himself', 'from', 'the', 'mob', 'of', 'the', 'MeToo', 'movement', 'because', 'now', 'he', 's', 'being', 'called', 'out', 'yesterday', 'she', 'left', 'another', 'tweet', 'suggesting', 'the', 'same', 'by', 'no', 'other', 'but', '@MENTION', 'Abusers', 'defend', 'abusers', '@LINK']",41
3720,2018-03-18,"""Even the prophets used language directed at violence against women.""  #WokeMoment #MeToo @MENTION @MENTION @MENTION @MENTION","['""Even the prophets used language directed at violence against women.""', '#WokeMoment #MeToo @MENTION @MENTION @MENTION @MENTION']",2,8,"['Even', 'the', 'prophets', 'used', 'language', 'directed', 'at', 'violence', 'against', 'women', 'WokeMoment', 'MeToo', '@MENTION', '@MENTION', '@MENTION', '@MENTION']",16
3721,2018-03-18,@MENTION #MeToo,['@MENTION #MeToo'],1,2,"['@MENTION', 'MeToo']",2
3722,2018-03-18,"'SNL': Bill Hader Plays the ""Harvey Weinstein of Canada"" in #MeToo Spoof  @LINK ","['\'SNL\': Bill Hader Plays the ""Harvey Weinstein of Canada"" in #MeToo Spoof  @LINK']",1,13,"['SNL', 'Bill', 'Hader', 'Plays', 'the', 'Harvey', 'Weinstein', 'of', 'Canada', 'in', 'MeToo', 'Spoof', '@LINK']",13
3723,2018-03-18,"That's a problem with most women. Their nails fake, hair fake, they paint their faces like clowns . Y'all got push up bras, girdles and spanx. I'm going to join the #metoo movement if one of these women try to trick me.  @LINK …","[""That's a problem with most women."", 'Their nails fake, hair fake, they paint their faces like clowns .', ""Y'all got push up bras, girdles and spanx."", ""I'm going to join the #metoo movement if one of these women try to trick me."", '@LINK\xa0…']",5,9,"['That', 's', 'a', 'problem', 'with', 'most', 'women', 'Their', 'nails', 'fake', 'hair', 'fake', 'they', 'paint', 'their', 'faces', 'like', 'clowns', 'Y', 'all', 'got', 'push', 'up', 'bras', 'girdles', 'and', 'spanx', 'I', 'm', 'going', 'to', 'join', 'the', 'metoo', 'movement', 'if', 'one', 'of', 'these', 'women', 'try', 'to', 'trick', 'me', '@LINK']",45
3724,2018-03-18,86% of women in prison have survived sexual abuse and most are incarcerated for committing crimes in self-defense. Super important report made by @MENTION featuring @MENTION and others.  @LINK … #metoo #domesticviolence #domesticabuse,"['86% of women in prison have survived sexual abuse and most are incarcerated for committing crimes in self-defense.', 'Super important report made by @MENTION featuring @MENTION and others.', '@LINK\xa0… #metoo #domesticviolence #domesticabuse']",3,11,"['86', 'of', 'women', 'in', 'prison', 'have', 'survived', 'sexual', 'abuse', 'and', 'most', 'are', 'incarcerated', 'for', 'committing', 'crimes', 'in', 'self', 'defense', 'Super', 'important', 'report', 'made', 'by', '@MENTION', 'featuring', '@MENTION', 'and', 'others', '@LINK', 'metoo', 'domesticviolence', 'domesticabuse']",33
3725,2018-03-18,@MENTION @MENTION @MENTION @MENTION @MENTION @MENTION #metooZal ik ook ophouden?Zijn leesbevestigingen he?,['@MENTION @MENTION @MENTION @MENTION @MENTION @MENTION #metooZal ik ook ophouden?Zijn leesbevestigingen he?'],1,13,"['@MENTION', '@MENTION', '@MENTION', '@MENTION', '@MENTION', '@MENTION', 'metooZal', 'ik', 'ook', 'ophouden', 'Zijn', 'leesbevestigingen', 'he']",13
3726,2018-03-18,So proud of my @MENTION who keeps shining al light on #domesticviolence #sexualviolence #metoo.  We won't stop until it is eradicated! @MENTION @MENTION @MENTION,"['So proud of my @MENTION who keeps shining al light on #domesticviolence #sexualviolence #metoo.', ""We won't stop until it is eradicated!"", '@MENTION @MENTION @MENTION']",3,9,"['So', 'proud', 'of', 'my', '@MENTION', 'who', 'keeps', 'shining', 'al', 'light', 'on', 'domesticviolence', 'sexualviolence', 'metoo', 'We', 'won', 't', 'stop', 'until', 'it', 'is', 'eradicated', '@MENTION', '@MENTION', '@MENTION']",25
3727,2018-03-18,Les hypocrites du mouvement #MeToo restent silencieux face au scandale des abus sexuels de Telford -- Enfant de la Société --  @LINK  @LINK …,['Les hypocrites du mouvement #MeToo restent silencieux face au scandale des abus sexuels de Telford -- Enfant de la Société --  @LINK\xa0 @LINK\xa0…'],1,21,"['Les', 'hypocrites', 'du', 'mouvement', 'MeToo', 'restent', 'silencieux', 'face', 'au', 'scandale', 'des', 'abus', 'sexuels', 'de', 'Telford', 'Enfant', 'de', 'la', 'Société', '@LINK', '@LINK']",21
3728,2018-03-18,"#PedroRomero ""I view Bitcoin as a tool of liberation that will fall far short of its revolutionary potential if it becomes nothing more than a speculative trading asset"" #MeToo #BitcoinCash @MENTION @MENTION  @LINK … …  @LINK ","['#PedroRomero ""I view Bitcoin as a tool of liberation that will fall far short of its revolutionary potential if it becomes nothing more than a speculative trading asset"" #MeToo #BitcoinCash @MENTION @MENTION  @LINK\xa0…\xa0…  @LINK']",1,34,"['PedroRomero', 'I', 'view', 'Bitcoin', 'as', 'a', 'tool', 'of', 'liberation', 'that', 'will', 'fall', 'far', 'short', 'of', 'its', 'revolutionary', 'potential', 'if', 'it', 'becomes', 'nothing', 'more', 'than', 'a', 'speculative', 'trading', 'asset', 'MeToo', 'BitcoinCash', '@MENTION', '@MENTION', '@LINK', '@LINK']",34
3729,2018-03-18,#jesussaves #porn #greed #thetruth #wrathofgod #metoo  pic.twitter.com/OGshrveI15,['#jesussaves #porn #greed #thetruth #wrathofgod #metoo  pic.twitter.com/OGshrveI15'],1,10,"['jesussaves', 'porn', 'greed', 'thetruth', 'wrathofgod', 'metoo', 'pic', 'twitter', 'com', 'OGshrveI15']",10
3730,2018-03-18,@MENTION @MENTION can entertain audience with f.king else. But #MeToo contribution  to his impotency towards women is unforgiven invasion of his God given gift to love. Brannon orchestrated Chinese coup attempt against USgov gave him taste of N.Korean Democracy. Borderless Crooks insain,"['@MENTION @MENTION can entertain audience with f.king else.', 'But #MeToo contribution  to his impotency towards women is unforgiven invasion of his God given gift to love.', 'Brannon orchestrated Chinese coup attempt against USgov gave him taste of N.Korean Democracy.', 'Borderless Crooks insain']",4,11,"['@MENTION', '@MENTION', 'can', 'entertain', 'audience', 'with', 'f', 'king', 'else', 'But', 'MeToo', 'contribution', 'to', 'his', 'impotency', 'towards', 'women', 'is', 'unforgiven', 'invasion', 'of', 'his', 'God', 'given', 'gift', 'to', 'love', 'Brannon', 'orchestrated', 'Chinese', 'coup', 'attempt', 'against', 'USgov', 'gave', 'him', 'taste', 'of', 'N', 'Korean', 'Democracy', 'Borderless', 'Crooks', 'insain']",44
3731,2018-03-18,"@MENTION @MENTION @MENTION @MENTION “Youth”  the man was born in 1984!!!He speaks over other leftist voices and refuses to acknowledge his own privilege. He is a male sexual entitlement enabler, who, in the wake of #MeToo, argued men should be allowed to watch porn at work. s the sound of his own voice","['@MENTION @MENTION @MENTION @MENTION “Youth”  the man was born in 1984!!', '!He speaks over other leftist voices and refuses to acknowledge his own privilege.', 'He is a male sexual entitlement enabler, who, in the wake of #MeToo, argued men should be allowed to watch porn at work.', 's the sound of his own voice']",4,14,"['@MENTION', '@MENTION', '@MENTION', '@MENTION', 'Youth', 'the', 'man', 'was', 'born', 'in', '1984', 'He', 'speaks', 'over', 'other', 'leftist', 'voices', 'and', 'refuses', 'to', 'acknowledge', 'his', 'own', 'privilege', 'He', 'is', 'a', 'male', 'sexual', 'entitlement', 'enabler', 'who', 'in', 'the', 'wake', 'of', 'MeToo', 'argued', 'men', 'should', 'be', 'allowed', 'to', 'watch', 'porn', 'at', 'work', 's', 'the', 'sound', 'of', 'his', 'own', 'voice']",54
3732,2018-03-18,#MeToo isn’t enough. Now women need to get ugly | Barbara Kingsolver  @LINK …,"['#MeToo isn’t enough.', 'Now women need to get ugly | Barbara Kingsolver  @LINK\xa0…']",2,7,"['MeToo', 'isn', 't', 'enough', 'Now', 'women', 'need', 'to', 'get', 'ugly', 'Barbara', 'Kingsolver', '@LINK']",13
3733,2018-03-18,"@MENTION has 8 awesome signed book+bookmark bundles to give away to #Read4Pixels donors - 4 for International donors, 4 for U.S. donors. To grab 1 for yourself, donate $75 to help fund our work to end #VAW  @LINK … #IWD2018 #MeToo #LaurenOliver pic.twitter.com/TJ85aA5Kt5","['@MENTION has 8 awesome signed book+bookmark bundles to give away to #Read4Pixels donors - 4 for International donors, 4 for U.S. donors.', 'To grab 1 for yourself, donate $75 to help fund our work to end #VAW  @LINK\xa0… #IWD2018 #MeToo #LaurenOliver pic.twitter.com/TJ85aA5Kt5']",2,23,"['@MENTION', 'has', '8', 'awesome', 'signed', 'book', 'bookmark', 'bundles', 'to', 'give', 'away', 'to', 'Read4Pixels', 'donors', '4', 'for', 'International', 'donors', '4', 'for', 'U', 'S', 'donors', 'To', 'grab', '1', 'for', 'yourself', 'donate', '75', 'to', 'help', 'fund', 'our', 'work', 'to', 'end', 'VAW', '@LINK', 'IWD2018', 'MeToo', 'LaurenOliver', 'pic', 'twitter', 'com', 'TJ85aA5Kt5']",46
3734,2018-03-18,@MENTION We live in an era of victimhood and your no one only you were abused by someone at some stage #metoo,['@MENTION We live in an era of victimhood and your no one only you were abused by someone at some stage #metoo'],1,22,"['@MENTION', 'We', 'live', 'in', 'an', 'era', 'of', 'victimhood', 'and', 'your', 'no', 'one', 'only', 'you', 'were', 'abused', 'by', 'someone', 'at', 'some', 'stage', 'metoo']",22
3735,2018-03-18,@MENTION Is that why @MENTION is complaining about #metoo,['@MENTION Is that why @MENTION is complaining about #metoo'],1,9,"['@MENTION', 'Is', 'that', 'why', '@MENTION', 'is', 'complaining', 'about', 'metoo']",9
3736,2018-03-18,"Why is Gov Andrew Cuomo covering up for serial harasser Brian Gestring, former NYPD scientist who was appointed director of DCJS's Office of Forensic Science in 2012?  Why are women victims punished?  #metoo not respected in NY  @LINK …","[""Why is Gov Andrew Cuomo covering up for serial harasser Brian Gestring, former NYPD scientist who was appointed director of DCJS's Office of Forensic Science in 2012?"", 'Why are women victims punished?', '#metoo not respected in NY  @LINK\xa0…']",3,13,"['Why', 'is', 'Gov', 'Andrew', 'Cuomo', 'covering', 'up', 'for', 'serial', 'harasser', 'Brian', 'Gestring', 'former', 'NYPD', 'scientist', 'who', 'was', 'appointed', 'director', 'of', 'DCJS', 's', 'Office', 'of', 'Forensic', 'Science', 'in', '2012', 'Why', 'are', 'women', 'victims', 'punished', 'metoo', 'not', 'respected', 'in', 'NY', '@LINK']",39
3737,2018-03-18,"Alex Jones continues to make defamatory statements against me and @MENTION, former employees of InfoWars, as well as his ex-wife @MENTION. This psychological abuse MUST stop.@MENTION isn't alone!#MeToo #TimesUp #AshleyBeckford #RobJacobson #KellyJones @LINK …","['Alex Jones continues to make defamatory statements against me and @MENTION, former employees of InfoWars, as well as his ex-wife @MENTION.', 'This psychological abuse MUST stop.', ""@MENTION isn't alone!#MeToo #TimesUp #AshleyBeckford #RobJacobson #KellyJones @LINK\xa0…""]",3,13,"['Alex', 'Jones', 'continues', 'to', 'make', 'defamatory', 'statements', 'against', 'me', 'and', '@MENTION', 'former', 'employees', 'of', 'InfoWars', 'as', 'well', 'as', 'his', 'ex', 'wife', '@MENTION', 'This', 'psychological', 'abuse', 'MUST', 'stop', '@MENTION', 'isn', 't', 'alone', 'MeToo', 'TimesUp', 'AshleyBeckford', 'RobJacobson', 'KellyJones', '@LINK']",37
3738,2018-03-18,@MENTION @MENTION basically anyone who goes out of there way to shit on #metoo is telling on themselves.,['@MENTION @MENTION basically anyone who goes out of there way to shit on #metoo is telling on themselves.'],1,18,"['@MENTION', '@MENTION', 'basically', 'anyone', 'who', 'goes', 'out', 'of', 'there', 'way', 'to', 'shit', 'on', 'metoo', 'is', 'telling', 'on', 'themselves']",18
3739,2018-03-18,The latest The Daily Franch!!  @LINK … #metoo #costco,"['The latest The Daily Franch!!', '@LINK\xa0… #metoo #costco']",2,4,"['The', 'latest', 'The', 'Daily', 'Franch', '@LINK', 'metoo', 'costco']",8
3740,2018-03-18,"Yes. If you're speaking out against the #metoo movement, I assume you have something to fear. Stop being creepy shit people and you won't have anything to be afraid of.","['Yes.', ""If you're speaking out against the #metoo movement, I assume you have something to fear."", ""Stop being creepy shit people and you won't have anything to be afraid of.""]",3,11,"['Yes', 'If', 'you', 're', 'speaking', 'out', 'against', 'the', 'metoo', 'movement', 'I', 'assume', 'you', 'have', 'something', 'to', 'fear', 'Stop', 'being', 'creepy', 'shit', 'people', 'and', 'you', 'won', 't', 'have', 'anything', 'to', 'be', 'afraid', 'of']",32
3741,2018-03-18,New post (Barbra Streisand Says She's ''Never'' Had a #MeToo Moment in Her Career) has been published on MBeatTV -  @LINK … pic.twitter.com/jzQQkPuGZZ,"[""New post (Barbra Streisand Says She's ''Never'' Had a #MeToo Moment in Her Career) has been published on MBeatTV -  @LINK\xa0… pic.twitter.com/jzQQkPuGZZ""]",1,25,"['New', 'post', 'Barbra', 'Streisand', 'Says', 'She', 's', 'Never', 'Had', 'a', 'MeToo', 'Moment', 'in', 'Her', 'Career', 'has', 'been', 'published', 'on', 'MBeatTV', '@LINK', 'pic', 'twitter', 'com', 'jzQQkPuGZZ']",25
3742,2018-03-18,"The Shape of Water is filthy, vulgar, shows the star in full frontal nudity, masterbating in her bathtub, twice, foul, inappropriate language, and a story that is as stupid as it is phony. In this #MeToo era, how hypocritical of Hollywood to make this ""Best Film.""  We left early","['The Shape of Water is filthy, vulgar, shows the star in full frontal nudity, masterbating in her bathtub, twice, foul, inappropriate language, and a story that is as stupid as it is phony.', 'In this #MeToo era, how hypocritical of Hollywood to make this ""Best Film.""', 'We left early']",3,17,"['The', 'Shape', 'of', 'Water', 'is', 'filthy', 'vulgar', 'shows', 'the', 'star', 'in', 'full', 'frontal', 'nudity', 'masterbating', 'in', 'her', 'bathtub', 'twice', 'foul', 'inappropriate', 'language', 'and', 'a', 'story', 'that', 'is', 'as', 'stupid', 'as', 'it', 'is', 'phony', 'In', 'this', 'MeToo', 'era', 'how', 'hypocritical', 'of', 'Hollywood', 'to', 'make', 'this', 'Best', 'Film', 'We', 'left', 'early']",49
3743,2018-03-18,Will Four Seasons maestro Julian Niccolini survive the #MeToo era?  @LINK  via .@MENTION,"['Will Four Seasons maestro Julian Niccolini survive the #MeToo era?', '@LINK\xa0 via .', '@MENTION']",3,5,"['Will', 'Four', 'Seasons', 'maestro', 'Julian', 'Niccolini', 'survive', 'the', 'MeToo', 'era', '@LINK', 'via', '@MENTION']",13
3744,2018-03-18,@MENTION #metoo is a bourgeoisie movement comrade. i hope this is satire,"['@MENTION #metoo is a bourgeoisie movement comrade.', 'i hope this is satire']",2,6,"['@MENTION', 'metoo', 'is', 'a', 'bourgeoisie', 'movement', 'comrade', 'i', 'hope', 'this', 'is', 'satire']",12
3745,2018-03-18,장자연의 #MeToo 故 장자연 성상납 강요사건 재수사 청원   @LINK … pic.twitter.com/sonk71mv9F,['장자연의 #MeToo 故 장자연 성상납 강요사건 재수사 청원   @LINK\xa0… pic.twitter.com/sonk71mv9F'],1,13,"['장자연의', 'MeToo', '故', '장자연', '성상납', '강요사건', '재수사', '청원', '@LINK', 'pic', 'twitter', 'com', 'sonk71mv9F']",13
3746,2018-03-18,"Oh, an aging white, male actor has a say about the #MeToo ?  pic.twitter.com/VxJpiE8wcT","['Oh, an aging white, male actor has a say about the #MeToo ?', 'pic.twitter.com/VxJpiE8wcT']",2,8,"['Oh', 'an', 'aging', 'white', 'male', 'actor', 'has', 'a', 'say', 'about', 'the', 'MeToo', 'pic', 'twitter', 'com', 'VxJpiE8wcT']",16
3747,2018-03-18,#MeToo Behind Bars: When the Sexual Assaulter Holds the Keys to Your Cell  @LINK ,['#MeToo Behind Bars: When the Sexual Assaulter Holds the Keys to Your Cell  @LINK'],1,14,"['MeToo', 'Behind', 'Bars', 'When', 'the', 'Sexual', 'Assaulter', 'Holds', 'the', 'Keys', 'to', 'Your', 'Cell', '@LINK']",14
3748,2018-03-18,Just having a bowel #metoo movement,['Just having a bowel #metoo movement'],1,6,"['Just', 'having', 'a', 'bowel', 'metoo', 'movement']",6
3749,2018-03-18,@MENTION @MENTION as Canadian Weinstein? Maybe more effective to be @MENTION @MENTION #metoo  #DoYourResearch #lamecanadianaccents,"['@MENTION @MENTION as Canadian Weinstein?', 'Maybe more effective to be @MENTION @MENTION #metoo\xa0 #DoYourResearch #lamecanadianaccents']",2,8,"['@MENTION', '@MENTION', 'as', 'Canadian', 'Weinstein', 'Maybe', 'more', 'effective', 'to', 'be', '@MENTION', '@MENTION', 'metoo', 'DoYourResearch', 'lamecanadianaccents']",15
3750,2018-03-18,Congrats les @MENTION. A relire l'interview de @MENTION sur son album Exorcism. #Metoo,"['Congrats les @MENTION.', ""A relire l'interview de @MENTION sur son album Exorcism."", '#Metoo']",3,5,"['Congrats', 'les', '@MENTION', 'A', 'relire', 'l', 'interview', 'de', '@MENTION', 'sur', 'son', 'album', 'Exorcism', 'Metoo']",14
3751,2018-03-18,"I wonder would Mary have been a part of #MeToo when the Holy Spirit was said to have impregnated her.Yep, I’m on a roll this morning.","['I wonder would Mary have been a part of #MeToo when the Holy Spirit was said to have impregnated her.Yep, I’m on a roll this morning.']",1,28,"['I', 'wonder', 'would', 'Mary', 'have', 'been', 'a', 'part', 'of', 'MeToo', 'when', 'the', 'Holy', 'Spirit', 'was', 'said', 'to', 'have', 'impregnated', 'her', 'Yep', 'I', 'm', 'on', 'a', 'roll', 'this', 'morning']",28
3752,2018-03-18,@MENTION #metoo,['@MENTION #metoo'],1,2,"['@MENTION', 'metoo']",2
3753,2018-03-18,The latest Global Trading & Financial News!  @LINK … #metoo,"['The latest Global Trading & Financial News!', '@LINK\xa0… #metoo']",2,4,"['The', 'latest', 'Global', 'Trading', 'Financial', 'News', '@LINK', 'metoo']",8
3754,2018-03-18,@MENTION Didn’t you sexually assault some dude?#metoo,['@MENTION Didn’t you sexually assault some dude?#metoo'],1,9,"['@MENTION', 'Didn', 't', 'you', 'sexually', 'assault', 'some', 'dude', 'metoo']",9
