,time_stamp,text,sentence,num_sentence,average_sentence_length,tokens,count_tokens
3755,2018-03-18,@MENTION @MENTION @MENTION @MENTION @MENTION Lass meinen Baum in Ruhe Man muss Grenzen setzten#metoo,['@MENTION @MENTION @MENTION @MENTION @MENTION Lass meinen Baum in Ruhe Man muss Grenzen setzten#metoo'],1,15,"['@MENTION', '@MENTION', '@MENTION', '@MENTION', '@MENTION', 'Lass', 'meinen', 'Baum', 'in', 'Ruhe', 'Man', 'muss', 'Grenzen', 'setzten', 'metoo']",15
3756,2018-03-18,Uma Thurman Wrote a Provocative #MeToo Message to Harvey Weinstein on Instagram  @LINK …,['Uma Thurman Wrote a Provocative #MeToo Message to Harvey Weinstein on\xa0Instagram  @LINK\xa0…'],1,13,"['Uma', 'Thurman', 'Wrote', 'a', 'Provocative', 'MeToo', 'Message', 'to', 'Harvey', 'Weinstein', 'on', 'Instagram', '@LINK']",13
3757,2018-03-18,#Badass !#et_tu ?#MeToo  pic.twitter.com/gZiTIXBHH4,['#Badass !#et_tu ?#MeToo  pic.twitter.com/gZiTIXBHH4'],1,7,"['Badass', 'et_tu', 'MeToo', 'pic', 'twitter', 'com', 'gZiTIXBHH4']",7
3758,2018-03-18,Video: Hollywood condemns Terry Gilliam for making anti #MeToo comments  @LINK  #entertainment #enow,['Video: Hollywood condemns Terry Gilliam for making anti #MeToo comments  @LINK\xa0 #entertainment #enow'],1,13,"['Video', 'Hollywood', 'condemns', 'Terry', 'Gilliam', 'for', 'making', 'anti', 'MeToo', 'comments', '@LINK', 'entertainment', 'enow']",13
3759,2018-03-18,The latest News Shots from The Doc!  @LINK … #mufc #metoo,"['The latest News Shots from The Doc!', '@LINK\xa0… #mufc #metoo']",2,5,"['The', 'latest', 'News', 'Shots', 'from', 'The', 'Doc', '@LINK', 'mufc', 'metoo']",10
3760,2018-03-18,The Impertinent is out!  @LINK  #metoo,"['The Impertinent is out!', '@LINK\xa0 #metoo']",2,3,"['The', 'Impertinent', 'is', 'out', '@LINK', 'metoo']",6
3761,2018-03-18,The latest The KlickPicks Daily!  @LINK … #metoo #thebachelor,"['The latest The KlickPicks Daily!', '@LINK\xa0… #metoo #thebachelor']",2,4,"['The', 'latest', 'The', 'KlickPicks', 'Daily', '@LINK', 'metoo', 'thebachelor']",8
3762,2018-03-18,The latest The Daily Rant for Liberty!  @LINK … #ophef #metoo,"['The latest The Daily Rant for Liberty!', '@LINK\xa0… #ophef #metoo']",2,5,"['The', 'latest', 'The', 'Daily', 'Rant', 'for', 'Liberty', '@LINK', 'ophef', 'metoo']",10
3763,2018-03-18,Mad at me because they tried to close the Denver office without filing a #WARN notice. I haven’t worked there since 2010. It’s 2018 and you would think that this case will be over. Now all of sudden everyone is in a rush #MeToo #TimesUp #HiddenFighters #TimesBeenUp#Jackson @LINK …,"['Mad at me because they tried to close the Denver office without filing a #WARN notice.', 'I haven’t worked there since 2010.', 'It’s 2018 and you would think that this case will be over.', 'Now all of sudden everyone is in a rush #MeToo #TimesUp #HiddenFighters #TimesBeenUp#Jackson @LINK\xa0…']",4,13,"['Mad', 'at', 'me', 'because', 'they', 'tried', 'to', 'close', 'the', 'Denver', 'office', 'without', 'filing', 'a', 'WARN', 'notice', 'I', 'haven', 't', 'worked', 'there', 'since', '2010', 'It', 's', '2018', 'and', 'you', 'would', 'think', 'that', 'this', 'case', 'will', 'be', 'over', 'Now', 'all', 'of', 'sudden', 'everyone', 'is', 'in', 'a', 'rush', 'MeToo', 'TimesUp', 'HiddenFighters', 'TimesBeenUp', 'Jackson', '@LINK']",51
3764,2018-03-18,The latest The GW Media Roundup!  @LINK … #metoo,"['The latest The GW Media Roundup!', '@LINK\xa0… #metoo']",2,4,"['The', 'latest', 'The', 'GW', 'Media', 'Roundup', '@LINK', 'metoo']",8
3765,2018-03-18,"#popculture No, Matt Damon Wasn't Killed By #MeToo, Relax  @LINK ","[""#popculture No, Matt Damon Wasn't Killed By #MeToo, Relax  @LINK""]",1,11,"['popculture', 'No', 'Matt', 'Damon', 'Wasn', 't', 'Killed', 'By', 'MeToo', 'Relax', '@LINK']",11
3766,2018-03-18,John Brannon-pervert belong to prison for orchestrating Chinese coup attempt against USgov #DefundHate #BREAKING #DeepStateInPanic #China #MAGA #MeToo - made @MENTION an impotent towards women. Since not gay Bill is unhappy with Chinese Left #DefundHate #XiJinping #MAGA #Trump @LINK …,"['John Brannon-pervert belong to prison for orchestrating Chinese coup attempt against USgov #DefundHate #BREAKING #DeepStateInPanic #China #MAGA #MeToo - made @MENTION an impotent towards women.', 'Since not gay Bill is unhappy with Chinese Left #DefundHate #XiJinping #MAGA #Trump @LINK\xa0…']",2,20,"['John', 'Brannon', 'pervert', 'belong', 'to', 'prison', 'for', 'orchestrating', 'Chinese', 'coup', 'attempt', 'against', 'USgov', 'DefundHate', 'BREAKING', 'DeepStateInPanic', 'China', 'MAGA', 'MeToo', 'made', '@MENTION', 'an', 'impotent', 'towards', 'women', 'Since', 'not', 'gay', 'Bill', 'is', 'unhappy', 'with', 'Chinese', 'Left', 'DefundHate', 'XiJinping', 'MAGA', 'Trump', '@LINK']",39
3767,2018-03-18,"Barbra Streisand Talks #MeToo, 'A Star Is Born' Remake With Lady Gaga  @LINK …","[""Barbra Streisand Talks #MeToo, 'A Star Is Born' Remake With Lady Gaga  @LINK\xa0…""]",1,13,"['Barbra', 'Streisand', 'Talks', 'MeToo', 'A', 'Star', 'Is', 'Born', 'Remake', 'With', 'Lady', 'Gaga', '@LINK']",13
3768,2018-03-18,#metoo i #hedmark @LINK …,['#metoo i #hedmark @LINK\xa0…'],1,4,"['metoo', 'i', 'hedmark', '@LINK']",4
3769,2018-03-18,Columbus News Vulgar comments highlight #MeToo issues at the Ohio Statehouse: Scott Peterson (Opinion) -  @LINK   @LINK  pic.twitter.com/aFmdWGvXqp,['Columbus News Vulgar comments highlight #MeToo issues at the Ohio Statehouse: Scott Peterson (Opinion) -  @LINK\xa0  @LINK\xa0 pic.twitter.com/aFmdWGvXqp'],1,20,"['Columbus', 'News', 'Vulgar', 'comments', 'highlight', 'MeToo', 'issues', 'at', 'the', 'Ohio', 'Statehouse', 'Scott', 'Peterson', 'Opinion', '@LINK', '@LINK', 'pic', 'twitter', 'com', 'aFmdWGvXqp']",20
3770,2018-03-18,@MENTION @MENTION Hillary is right. We are sick and tired of sexual allegations trying to control politics and people. Shut down the sexual allegations industry. @MENTION #MeToo @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION,"['@MENTION @MENTION Hillary is right.', 'We are sick and tired of sexual allegations trying to control politics and people.', 'Shut down the sexual allegations industry.', '@MENTION #MeToo @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION']",4,9,"['@MENTION', '@MENTION', 'Hillary', 'is', 'right', 'We', 'are', 'sick', 'and', 'tired', 'of', 'sexual', 'allegations', 'trying', 'to', 'control', 'politics', 'and', 'people', 'Shut', 'down', 'the', 'sexual', 'allegations', 'industry', '@MENTION', 'MeToo', '@MENTION', '@MENTION', '@MENTION', '@MENTION', '@MENTION', '@MENTION']",33
3771,2018-03-18,"@MENTION @MENTION I just saw a commercial encouraging people male and female to intervene in a rape situation...are you #liberals insane? If it’s my job to stop a rape, which I agree it is, I want my CCW all me at all times everyWhere #metoo movement","['@MENTION @MENTION I just saw a commercial encouraging people male and female to intervene in a rape situation...are you #liberals insane?', 'If it’s my job to stop a rape, which I agree it is, I want my CCW all me at all times everyWhere #metoo movement']",2,24,"['@MENTION', '@MENTION', 'I', 'just', 'saw', 'a', 'commercial', 'encouraging', 'people', 'male', 'and', 'female', 'to', 'intervene', 'in', 'a', 'rape', 'situation', 'are', 'you', 'liberals', 'insane', 'If', 'it', 's', 'my', 'job', 'to', 'stop', 'a', 'rape', 'which', 'I', 'agree', 'it', 'is', 'I', 'want', 'my', 'CCW', 'all', 'me', 'at', 'all', 'times', 'everyWhere', 'metoo', 'movement']",48
3772,2018-03-18,"""My husband pressured me into sex for years. #MeToo must include sexual assault in marriage.""  @LINK … via @MENTION","['""My husband pressured me into sex for years.', '#MeToo must include sexual assault in marriage.""', '@LINK\xa0… via @MENTION']",3,6,"['My', 'husband', 'pressured', 'me', 'into', 'sex', 'for', 'years', 'MeToo', 'must', 'include', 'sexual', 'assault', 'in', 'marriage', '@LINK', 'via', '@MENTION']",18
3773,2018-03-18,The latest DCWonderwoman Daily Digest!  @LINK … #ajopinion #metoo,"['The latest DCWonderwoman Daily Digest!', '@LINK\xa0… #ajopinion #metoo']",2,4,"['The', 'latest', 'DCWonderwoman', 'Daily', 'Digest', '@LINK', 'ajopinion', 'metoo']",8
3774,2018-03-18,@MENTION Jennifer Lopez shares her own #MeToo story: ‘I was terrified’  @LINK  via @MENTION,['@MENTION Jennifer Lopez shares her own #MeToo story: ‘I was terrified’  @LINK\xa0 via @MENTION'],1,14,"['@MENTION', 'Jennifer', 'Lopez', 'shares', 'her', 'own', 'MeToo', 'story', 'I', 'was', 'terrified', '@LINK', 'via', '@MENTION']",14
3775,2018-03-18,"Sorry but if you promoted the Iran nuclear deal and now decry the horrors of Syria, you’re like Harvey Weinstein tweeting #metoo.","['Sorry but if you promoted the Iran nuclear deal and now decry the horrors of Syria, you’re like Harvey Weinstein tweeting #metoo.']",1,23,"['Sorry', 'but', 'if', 'you', 'promoted', 'the', 'Iran', 'nuclear', 'deal', 'and', 'now', 'decry', 'the', 'horrors', 'of', 'Syria', 'you', 're', 'like', 'Harvey', 'Weinstein', 'tweeting', 'metoo']",23
3776,2018-03-18,The latest The DemonLeaks Daily!  @LINK … #news18risingindia #metoo,"['The latest The DemonLeaks Daily!', '@LINK\xa0… #news18risingindia #metoo']",2,4,"['The', 'latest', 'The', 'DemonLeaks', 'Daily', '@LINK', 'news18risingindia', 'metoo']",8
3777,2018-03-18,Malam ini kamu berdua sama istrimu sedangkan aku sendirian disiniaku kapan berdua sama kamu...#DaddyDaughter #daddysboy #daddyslittlegirl #daddyalone #husband #MeToo #alone #AloneTogether #alonenigth #beardclubformen,['Malam ini kamu berdua sama istrimu sedangkan aku sendirian disiniaku kapan berdua sama kamu...#DaddyDaughter #daddysboy #daddyslittlegirl #daddyalone #husband #MeToo #alone #AloneTogether #alonenigth #beardclubformen'],1,24,"['Malam', 'ini', 'kamu', 'berdua', 'sama', 'istrimu', 'sedangkan', 'aku', 'sendirian', 'disiniaku', 'kapan', 'berdua', 'sama', 'kamu', 'DaddyDaughter', 'daddysboy', 'daddyslittlegirl', 'daddyalone', 'husband', 'MeToo', 'alone', 'AloneTogether', 'alonenigth', 'beardclubformen']",24
3778,2018-03-18,Barbra Streisand Says She's ''Never'' Had a #MeToo Moment in Her Career…  @LINK  #news #breakingnews,"[""Barbra Streisand Says She's ''Never'' Had a #MeToo Moment in Her Career…  @LINK\xa0 #news #breakingnews""]",1,16,"['Barbra', 'Streisand', 'Says', 'She', 's', 'Never', 'Had', 'a', 'MeToo', 'Moment', 'in', 'Her', 'Career', '@LINK', 'news', 'breakingnews']",16
3779,2018-03-18,"@MENTION Theres so many #metoo areas. How often do those same under paid yet still elite notice their hotel maid and what her lifes like, or the carers that work 90hr weeks just to scrape by ...and have to provide other services or starve...","['@MENTION Theres so many #metoo areas.', 'How often do those same under paid yet still elite notice their hotel maid and what her lifes like, or the carers that work 90hr weeks just to scrape by ...and have to provide other services or starve...']",2,22,"['@MENTION', 'Theres', 'so', 'many', 'metoo', 'areas', 'How', 'often', 'do', 'those', 'same', 'under', 'paid', 'yet', 'still', 'elite', 'notice', 'their', 'hotel', 'maid', 'and', 'what', 'her', 'lifes', 'like', 'or', 'the', 'carers', 'that', 'work', '90hr', 'weeks', 'just', 'to', 'scrape', 'by', 'and', 'have', 'to', 'provide', 'other', 'services', 'or', 'starve']",44
3780,2018-03-18,i like freaking. you like sex on the weekend. #MeToo,"['i like freaking.', 'you like sex on the weekend.', '#MeToo']",3,4,"['i', 'like', 'freaking', 'you', 'like', 'sex', 'on', 'the', 'weekend', 'MeToo']",10
3781,2018-03-18,@MENTION @MENTION #metoo,['@MENTION @MENTION #metoo'],1,3,"['@MENTION', '@MENTION', 'metoo']",3
3782,2018-03-18,J. Lo recalls her own #MeToo experience in Hollywood  @LINK  pic.twitter.com/SiEoOKYhDy,"['J.', 'Lo recalls her own #MeToo experience in Hollywood  @LINK\xa0 pic.twitter.com/SiEoOKYhDy']",2,7,"['J', 'Lo', 'recalls', 'her', 'own', 'MeToo', 'experience', 'in', 'Hollywood', '@LINK', 'pic', 'twitter', 'com', 'SiEoOKYhDy']",14
3783,2018-03-18,@MENTION @MENTION Why I am doing this. @MENTION @MENTION @MENTION #metoo #nottooscaredtostreamRead:  @LINK ,"['@MENTION @MENTION Why I am doing this.', '@MENTION @MENTION @MENTION #metoo #nottooscaredtostreamRead:  @LINK']",2,7,"['@MENTION', '@MENTION', 'Why', 'I', 'am', 'doing', 'this', '@MENTION', '@MENTION', '@MENTION', 'metoo', 'nottooscaredtostreamRead', '@LINK']",13
3784,2018-03-18,By simply using the term 'Bond girl' you already express no change will occur. Why not a Jane Bond?In real life for example as well in the US as in the UK women are top performers in secret services. Keeping the 'Bond girl' is keeping the bro-culture (rape-culture)#metoo  @LINK …,"[""By simply using the term 'Bond girl' you already express no change will occur."", 'Why not a Jane Bond?In real life for example as well in the US as in the UK women are top performers in secret services.', ""Keeping the 'Bond girl' is keeping the bro-culture (rape-culture)#metoo  @LINK\xa0…""]",3,18,"['By', 'simply', 'using', 'the', 'term', 'Bond', 'girl', 'you', 'already', 'express', 'no', 'change', 'will', 'occur', 'Why', 'not', 'a', 'Jane', 'Bond', 'In', 'real', 'life', 'for', 'example', 'as', 'well', 'in', 'the', 'US', 'as', 'in', 'the', 'UK', 'women', 'are', 'top', 'performers', 'in', 'secret', 'services', 'Keeping', 'the', 'Bond', 'girl', 'is', 'keeping', 'the', 'bro', 'culture', 'rape', 'culture', 'metoo', '@LINK']",53
3785,2018-03-18,America has been governed by an unstable lying bigot and sexual predator installed through an illegal act of war for 422 days now.#resist #trumprussia #MeToo #mueller #trump,['America has been governed by an unstable lying bigot and sexual predator installed through an illegal act of war for 422 days now.#resist #trumprussia #MeToo #mueller #trump'],1,28,"['America', 'has', 'been', 'governed', 'by', 'an', 'unstable', 'lying', 'bigot', 'and', 'sexual', 'predator', 'installed', 'through', 'an', 'illegal', 'act', 'of', 'war', 'for', '422', 'days', 'now', 'resist', 'trumprussia', 'MeToo', 'mueller', 'trump']",28
3786,2018-03-18,"@MENTION“Actions like these are unacceptable in a democracy“. And still, we sit!#WeThePeople #NeverAgain #NoConCon #MeToo","['@MENTION“Actions like these are unacceptable in a democracy“.', 'And still, we sit!#WeThePeople #NeverAgain #NoConCon #MeToo']",2,9,"['@MENTION', 'Actions', 'like', 'these', 'are', 'unacceptable', 'in', 'a', 'democracy', 'And', 'still', 'we', 'sit', 'WeThePeople', 'NeverAgain', 'NoConCon', 'MeToo']",17
3787,2018-03-18,Will the #Metoo movement come out against Stormy or is beating up your significant other ok for a woman? Rough Ride for Political Porn Star | NBC 6 South Florida  @LINK … via @MENTION,"['Will the #Metoo movement\u202fcome out against Stormy or is beating up your significant other ok for a woman?', 'Rough Ride for Political Porn Star | NBC 6 South Florida  @LINK\xa0… via @MENTION']",2,16,"['Will', 'the', 'Metoo', 'movement', 'come', 'out', 'against', 'Stormy', 'or', 'is', 'beating', 'up', 'your', 'significant', 'other', 'ok', 'for', 'a', 'woman', 'Rough', 'Ride', 'for', 'Political', 'Porn', 'Star', 'NBC', '6', 'South', 'Florida', '@LINK', 'via', '@MENTION']",32
3788,2018-03-18,@MENTION @MENTION #metoo,['@MENTION @MENTION #metoo'],1,3,"['@MENTION', '@MENTION', 'metoo']",3
3789,2018-03-18,@MENTION @MENTION @MENTION #metoo,['@MENTION @MENTION @MENTION #metoo'],1,4,"['@MENTION', '@MENTION', '@MENTION', 'metoo']",4
3790,2018-03-18,"""From the #MeToo movement to the gender pay gap, participants talked about a variety of topics concerning women.This year's theme was 'Nevertheless, She Persisted: Honoring Women Who Fight All Forms of Discrimination Against Women.'""  @LINK ","['""From the #MeToo movement to the gender pay gap, participants talked about a variety of topics concerning women.This year\'s theme was \'Nevertheless, She Persisted: Honoring Women Who Fight All Forms of Discrimination Against Women.\'""', '@LINK']",2,19,"['From', 'the', 'MeToo', 'movement', 'to', 'the', 'gender', 'pay', 'gap', 'participants', 'talked', 'about', 'a', 'variety', 'of', 'topics', 'concerning', 'women', 'This', 'year', 's', 'theme', 'was', 'Nevertheless', 'She', 'Persisted', 'Honoring', 'Women', 'Who', 'Fight', 'All', 'Forms', 'of', 'Discrimination', 'Against', 'Women', '@LINK']",37
3791,2018-03-18,"Utrinek s koncerta Brkovi. Pevec je imel histeričen izpad, ker se je nek pijan idiot dotaknil njegove mošnje. S prijateljico sva se smejali, ker stari... welcome to the club! #metoo  pic.twitter.com/7jcgxP5Qi3","['Utrinek s koncerta Brkovi.', 'Pevec je imel histeričen izpad, ker se je nek pijan idiot dotaknil njegove mošnje.', 'S prijateljico sva se smejali, ker stari... welcome to the club!', '#metoo  pic.twitter.com/7jcgxP5Qi3']",4,9,"['Utrinek', 's', 'koncerta', 'Brkovi', 'Pevec', 'je', 'imel', 'histeričen', 'izpad', 'ker', 'se', 'je', 'nek', 'pijan', 'idiot', 'dotaknil', 'njegove', 'mošnje', 'S', 'prijateljico', 'sva', 'se', 'smejali', 'ker', 'stari', 'welcome', 'to', 'the', 'club', 'metoo', 'pic', 'twitter', 'com', '7jcgxP5Qi3']",34
3792,2018-03-18,@MENTION @MENTION @MENTION har ställt frågorna så de passar deras syften. Det lättaste som finns är nog att få anonyma kritiker till högsta chefen på stora arbetsplatser. Fake news i kombination med gamarna i #metoo.,"['@MENTION @MENTION @MENTION har ställt frågorna så de passar deras syften.', 'Det lättaste som finns är nog att få anonyma kritiker till högsta chefen på stora arbetsplatser.', 'Fake news i kombination med gamarna i #metoo.']",3,12,"['@MENTION', '@MENTION', '@MENTION', 'har', 'ställt', 'frågorna', 'så', 'de', 'passar', 'deras', 'syften', 'Det', 'lättaste', 'som', 'finns', 'är', 'nog', 'att', 'få', 'anonyma', 'kritiker', 'till', 'högsta', 'chefen', 'på', 'stora', 'arbetsplatser', 'Fake', 'news', 'i', 'kombination', 'med', 'gamarna', 'i', 'metoo']",35
